artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
Jeffrey Frederick & The Clamtones,0.521,0.731,246000.0,0.466,0.00135,0.081,-13.049,0.0375,127.568,0.7290000000000001,25.0,2,1,2
Jeffrey Gaines,0.464,0.465,308533.0,0.545,0.0,0.893,-7.8,0.041,161.862,0.488,38.0,2,1,2
Jeffrey Lewis,0.8740000000000001,0.403,307293.0,0.299,0.735,0.0837,-14.448,0.0598,166.102,0.114,39.0,4,0,2
Jeffrey Osborne,0.353474193548387,0.6730645161290321,266031.0645161291,0.5235806451612901,0.001909967741935484,0.1656709677419355,-12.052290322580646,0.04695483870967744,111.49035483870968,0.6462580645161291,32.96774193548387,7,1,31
Jeffrey Skitch,0.9735,0.3158333333333333,204788.83333333328,0.07211666666666666,0.005035048333333334,0.2055833333333333,-22.96416666666667,0.041633333333333335,109.08216666666664,0.21034999999999995,0.0,2,1,6
Jeffrey Tambor,0.639,0.604,191413.0,0.541,0.0,0.16899999999999998,-7.377999999999999,0.0915,134.326,0.892,67.0,1,0,2
Jeffrey Tate,0.987,0.208,449733.0,0.14800000000000002,0.106,0.135,-18.88,0.045,89.179,0.0695,0.0,9,0,1
Jeffry Denman,0.73,0.528,307907.0,0.439,0.0,0.604,-13.196,0.78,82.441,0.738,40.0,1,1,1
Jelani Aryeh,0.211,0.7240000000000001,187415.0,0.48,0.0772,0.289,-7.537000000000001,0.0342,125.007,0.591,62.0,2,1,2
Jello Biafra,0.06466360857142857,0.33342857142857146,371630.4285714286,0.807,0.4544714285714286,0.2377142857142857,-12.130285714285714,0.04124285714285714,134.83057142857143,0.6181428571428571,35.857142857142854,4,0,7
Jelly Roll,0.12367666666666667,0.7254166666666668,217007.0,0.7245416666666666,3.0000000000000004e-07,0.14741249999999995,-6.386291666666668,0.09436666666666664,120.63437500000003,0.4605666666666666,56.75,11,1,24
Jelly Roll Morton,0.9800384615384614,0.6093846153846154,186688.0769230769,0.4733461538461538,0.6293461538461538,0.11776153846153847,-7.7350769230769245,0.05279230769230769,124.43907692307691,0.7903846153846155,2.6153846153846154,3,1,26
Jelly Roll Morton & His Red Hot Peppers,0.9688333333333332,0.6796249999999998,193875.125,0.3983333333333334,0.6822916666666669,0.21095,-10.300791666666667,0.05922916666666666,115.5554583333333,0.7973749999999998,2.958333333333333,8,1,24
Jellybean Benitiz,0.141,0.736,383507.0,0.7140000000000001,4.89e-06,0.0406,-11.136,0.0349,117.96,0.97,35.0,9,0,2
Jellyfish,0.127975,0.47200000000000003,254166.75,0.5680000000000001,0.0001465675,0.1515,-10.728,0.04315,135.061,0.4535,33.5,7,1,8
Jem,0.0237,0.728,196293.0,0.8170000000000001,2.23e-05,0.115,-5.61,0.0413,129.97799999999998,0.7290000000000001,47.0,5,1,2
Jemaine Clement,0.482,0.6409999999999999,185467.0,0.68,0.0,0.101,-7.64,0.23,146.116,0.574,67.0,0,1,2
Jemma McKenzie-Brown,0.125,0.44,464587.0,0.89,0.0,0.0908,-4.228,0.0873,101.985,0.43,55.0,0,1,2
Jenifer Lewis,0.39,0.7190000000000001,167933.0,0.825,3.75e-06,0.103,-4.26,0.0521,98.023,0.7979999999999999,63.0,0,1,1
Jenn Johnson,0.11765,0.33925,418283.5,0.526,0.0002670275,0.23825,-7.114750000000001,0.03105,136.4155,0.26225,57.0,11,1,8
Jenni Potts,0.0419,0.596,277333.0,0.539,0.0317,0.0783,-9.318,0.0472,89.96600000000002,0.117,50.0,2,1,2
Jenni Rivera,0.6535517241379312,0.7094137931034483,219931.5172413793,0.5456206896551725,9.94896551724138e-06,0.16082068965517246,-4.545206896551725,0.08339999999999997,119.08803448275863,0.8045862068965515,53.793103448275865,7,1,29
Jennie Tourel,0.9391666666666664,0.3534666666666667,208228.16666666663,0.21252222222222225,0.2030487355555556,0.31682222222222217,-18.7275,0.1718,95.42211111111112,0.3396166666666666,2.055555555555556,9,1,18
Jennifer Barnhart,0.816,0.705,355813.0,0.384,0.0,0.124,-9.582,0.0987,104.46,0.7040000000000001,42.0,3,1,2
Jennifer Butt,0.8690000000000001,0.4736666666666667,202973.33333333328,0.19766666666666666,0.0,0.44,-19.706333333333333,0.26666666666666666,81.10966666666667,0.513,32.333333333333336,1,1,3
Jennifer Damiano,0.362,0.483,194120.0,0.718,0.0,0.12,-6.0829999999999975,0.094,161.02,0.563,44.0,0,1,1
Jennifer Ellison,0.934,0.28150000000000003,186700.0,0.15405000000000002,0.0,0.14850000000000002,-20.876500000000007,0.0431,102.4395,0.34650000000000003,49.5,10,1,2
Jennifer Holliday,0.142,0.377,246293.0,0.537,1.12e-06,0.83,-9.075,0.0357,122.645,0.22,38.0,10,1,2
Jennifer Hudson,0.14732,0.7040000000000001,221396.8,0.7208000000000001,0.0,0.11064000000000004,-4.0952,0.07238,116.9802,0.5242,51.8,11,1,10
Jennifer Lara,0.0212,0.546,318493.0,0.561,0.00141,0.5760000000000001,-13.074000000000002,0.166,181.63,0.8109999999999999,42.0,0,0,2
Jennifer Laura Thompson,0.34,0.5215,203273.0,0.5035,0.0,0.3340000000000001,-6.4455,0.14325,94.06200000000001,0.516,60.5,7,1,4
Jennifer Lawrence,0.344,0.213,218507.0,0.0743,3.45e-05,0.212,-18.071,0.0408,53.863,0.145,66.0,9,0,2
Jennifer Leigh Warren,0.534,0.413,208067.0,0.37,0.0,0.106,-13.057,0.0376,105.537,0.3720000000000001,26.0,9,1,1
Jennifer Lopez,0.11904953846153846,0.7188153846153845,239648.5692307693,0.7779230769230772,0.011515022615384616,0.19886923076923071,-5.318323076923076,0.10238615384615386,109.04552307692312,0.64,53.276923076923076,10,0,65
Jennifer Love Hewitt,0.4355000000000001,0.5946666666666666,220991.0,0.5476666666666666,0.0,0.1273,-8.190333333333333,0.0393,147.10133333333332,0.4186666666666667,48.0,7,1,6
Jennifer Nettles,0.0437,0.537,230280.0,0.885,0.0,0.274,-3.641,0.0343,131.69799999999998,0.802,57.0,7,1,2
Jennifer Paige,0.0279,0.7340000000000001,200126.5,0.6995,0.0,0.08585,-5.648,0.0293,115.04,0.612,54.5,1,0,4
Jennifer Peña,0.442,0.594,232507.0,0.747,0.0,0.154,-4.828,0.0376,145.882,0.58,46.0,9,1,2
Jennifer Rush,0.511,0.541,314733.5,0.5305,6.805e-05,0.1052,-9.704,0.03609999999999999,139.2665,0.209,52.0,8,1,4
Jennifer Vyvyan,0.987,0.3748571428571429,330552.14285714284,0.10277142857142857,0.05665245285714285,0.0963857142857143,-21.17,0.11847142857142855,105.47957142857142,0.2929285714285714,2.5714285714285716,2,1,7
Jennifer Warnes,0.4877428571428573,0.5880952380952381,246580.9047619048,0.4113142857142857,0.015140486666666666,0.0992190476190476,-11.62709523809524,0.03381904761904761,116.9512857142857,0.42604761904761895,49.76190476190475,10,1,21
Jenny Burton,0.18,0.675,427107.0,0.882,0.00267,0.0965,-14.319,0.0562,116.707,0.708,22.0,11,0,2
Jenny Lewis,0.29005142857142857,0.4872857142857142,233028.57142857145,0.5917142857142856,0.06725504285714286,0.17722857142857146,-8.154,0.052271428571428566,137.8302857142857,0.578,44.57142857142857,4,1,7
Jenny Slate,0.422,0.544,197813.0,0.391,0.0,0.146,-9.564,0.0662,94.598,0.326,51.0,9,1,1
Jenny Tseng,0.508,0.4207500000000001,209036.5,0.514,4.735e-06,0.379,-10.051000000000002,0.0413,141.27425,0.47425,33.25,4,1,4
Jeno Kevehazi,0.995,0.15,232333.0,0.0234,0.936,0.103,-24.527,0.0432,62.36,0.066,51.0,3,1,2
Jens Lekman,0.1978,0.4335,301540.0,0.608,6.386e-05,0.34,-6.322999999999999,0.04085,142.14100000000005,0.399,44.0,2,1,4
Jensy,0.8590000000000001,0.521,277640.0,0.379,0.00161,0.129,-12.805,0.0321,75.152,0.573,26.0,2,1,1
Jenő Jandó,0.9861702127659572,0.3248085106382978,373007.7234042553,0.051675319148936166,0.7748255319148937,0.10166808510638296,-28.216468085106374,0.04391489361702127,105.84295744680857,0.18260851063829786,40.51063829787234,9,1,47
Jeremiah,0.161,0.634,283641.0,0.447,0.0,0.199,-8.219,0.0256,127.127,0.359,50.0,5,1,2
Jeremiah Carlson,0.588,0.6779999999999999,254693.0,0.622,0.0,0.287,-7.422999999999999,0.0536,82.92,0.622,53.0,10,1,2
Jeremiah Clarke,0.8590000000000001,0.463,175040.0,0.175,0.947,0.0887,-16.683,0.0391,127.085,0.517,27.0,2,1,1
Jeremih,0.2348670810810811,0.6513513513513511,233009.44594594595,0.5538918918918919,0.0013902190540540538,0.14337567567567566,-7.0623513513513485,0.14731891891891902,122.40706756756758,0.3918040540540541,60.62162162162162,6,1,74
Jeremy Camp,0.09350105263157894,0.4651052631578948,245213.7368421052,0.7261052631578947,4.427368421052632e-06,0.11942631578947367,-4.902210526315789,0.03583684210526315,125.32910526315796,0.3239947368421053,47.26315789473684,9,1,38
Jeremy Denk,0.958,0.25,364093.0,0.135,0.0349,0.0477,-18.615,0.0488,94.404,0.179,53.0,9,1,2
Jeremy Harding,0.102,0.765,273360.0,0.6659999999999999,0.0,0.116,-5.384,0.172,87.00200000000002,0.7559999999999999,69.0,7,1,1
Jeremy Irons,0.268,0.6990000000000001,220213.0,0.417,0.0,0.1,-15.677,0.0926,121.855,0.3720000000000001,59.0,9,0,1
Jeremy Jordan,0.6360909090909089,0.492909090909091,209224.27272727274,0.3206363636363636,3.9e-07,0.0935090909090909,-11.151181818181817,0.063,112.81709090909092,0.4124545454545455,50.36363636363637,7,1,11
Jeremy Kay,0.0417,0.67,230360.0,0.6609999999999999,0.0,0.33,-5.8260000000000005,0.045,154.04399999999995,0.96,40.0,11,1,2
Jeremy Passion,0.868,0.546,181505.0,0.221,0.0,0.0994,-8.915,0.063,128.144,0.593,66.0,2,1,2
Jeremy Riddle,0.4945,0.5489999999999999,290040.0,0.634,0.0004039,0.1715,-9.152000000000001,0.037500000000000006,115.02200000000002,0.3045,47.5,11,1,4
Jeremy Soule,0.9322413793103448,0.15674137931034482,308659.0344827586,0.120196551724138,0.9016896551724141,0.10662413793103452,-23.37958620689656,0.041717241379310335,91.0893793103448,0.06532758620689652,50.41379310344828,4,0,58
Jeremy Zucker,0.655625,0.6991249999999997,196138.03125,0.3148062500000001,0.04061464999999999,0.26178749999999995,-11.667406250000004,0.105984375,104.62559374999998,0.49028125,70.5625,2,1,32
Jeremy Zuckerman,0.988,0.244,30707.0,0.151,0.946,0.116,-12.535,0.0353,83.772,0.563,46.0,6,0,2
Jeri Southern,0.9056153846153846,0.3626153846153847,187154.92307692303,0.12326923076923076,0.0012633846153846154,0.17210769230769235,-15.691230769230769,0.03515384615384616,97.37076923076923,0.2874307692307693,14.769230769230768,7,1,13
Jermaine Dupri,0.10758771428571427,0.8122571428571429,245334.88571428572,0.6632000000000002,4.111428571428572e-07,0.1414571428571429,-6.7535428571428575,0.22857142857142865,104.59328571428577,0.6937142857142856,46.542857142857144,10,0,35
Jermaine Jackson,0.2992358571428571,0.6717142857142857,280710.4285714286,0.5395714285714285,0.05630792714285715,0.11207142857142856,-11.845214285714285,0.04676428571428572,122.36342857142857,0.6732857142857143,35.857142857142854,1,0,14
Jermaine Paul,0.5589999999999999,0.664,284160.0,0.465,0.0017399999999999998,0.125,-9.711,0.0317,127.932,0.281,57.0,8,0,2
Jermaine Stewart,0.022033333333333332,0.7923333333333332,297458.66666666674,0.7583333333333334,0.169752,0.2369666666666667,-6.4736666666666665,0.042133333333333335,122.90033333333332,0.9179999999999999,43.66666666666666,6,0,6
Jeroen van Veen,0.985,0.25,349120.0,0.0148,0.971,0.0669,-30.646,0.0375,136.864,0.0394,0.0,5,1,1
Jerold D. Ottley,0.9387142857142856,0.3872142857142857,195417.1428571429,0.38422857142857136,0.14065256357142855,0.2010857142857143,-16.307714285714287,0.039607142857142855,113.74971428571428,0.5056571428571429,13.214285714285715,10,1,14
Jerome Courtland,0.8390000000000001,0.3645000000000001,175228.16666666663,0.2406666666666667,5.789333333333334e-05,0.31595,-11.6325,0.040016666666666666,95.83333333333331,0.3195,0.6666666666666666,7,1,6
Jerome Kaltenbach,0.932,0.14300000000000002,73827.0,0.00194,0.0318,0.0694,-35.355,0.045,139.295,0.0495,50.0,0,1,2
Jerome Kern,0.9362727272727274,0.2630909090909091,192586.72727272726,0.2337272727272728,0.0009506563636363637,0.16214545454545454,-13.257909090909093,0.035263636363636365,86.23299999999998,0.2633636363636364,0.2727272727272727,8,1,11
Jerome Moross,0.763,0.315,256748.0,0.385,0.711,0.556,-12.315,0.0335,80.441,0.599,0.0,5,1,2
Jerreau,0.294,0.713,187601.0,0.967,0.0,0.7440000000000001,-4.757,0.442,148.52700000000004,0.7,58.0,11,0,2
Jerrod Niemann,0.3425590909090909,0.7066363636363635,199459.18181818182,0.6987272727272729,1.9125454545454547e-05,0.23718181818181824,-6.493181818181817,0.059227272727272726,121.04772727272729,0.6452727272727273,52.18181818181818,9,1,11
Jerry,0.419,0.638,271493.0,0.441,7.390000000000001e-05,0.11,-6.909,0.029,117.933,0.151,53.0,8,0,1
Jerry Bock,0.7959999999999999,0.5770000000000001,105000.0,0.405,0.0,0.183,-11.849,0.0958,67.095,0.482,19.0,7,1,1
Jerry Bryant,0.9359999999999999,0.6225,179520.0,0.1244,0.0,0.2215,-15.745999999999999,0.3335,179.3505,0.6825000000000001,40.5,7,1,2
Jerry Butler,0.6734782608695652,0.501695652173913,184474.7391304348,0.4962608695652173,0.0002780260869565217,0.21539130434782608,-9.107043478260868,0.03584347826086955,114.58417391304349,0.6377391304347826,21.82608695652174,10,0,23
Jerry Byrd,0.8492666666666667,0.5662,193488.0,0.26432,0.4101574000000001,0.15474666666666667,-15.001933333333332,0.09773333333333337,93.483,0.4714666666666666,21.133333333333333,10,1,15
Jerry Cantrell,0.1474,0.514,225186.5,0.7535000000000001,0.001125,0.1195,-7.193,0.0342,114.286,0.5469999999999999,47.5,10,1,4
Jerry Clower,0.8728,0.6726999999999999,233529.5,0.4366,0.0,0.7763,-17.9355,0.9329000000000004,99.3048,0.5042000000000001,20.7,8,1,20
Jerry Cole and his Spacemen,0.5629999999999998,0.4776666666666667,128657.66666666669,0.8689999999999999,0.7533333333333333,0.3373333333333333,-7.717666666666665,0.03526666666666667,106.249,0.8596666666666667,19.0,0,1,6
Jerry Colonna,0.956,0.5720000000000001,271227.0,0.168,0.00104,0.127,-14.255,0.107,100.101,0.302,38.0,7,1,2
Jerry Dixon,0.7290000000000001,0.33,284573.0,0.564,0.0,0.0862,-7.352,0.0492,91.303,0.28800000000000003,27.0,3,1,1
Jerry Dodge,0.812,0.447,256093.0,0.249,0.0,0.366,-16.528,0.0495,84.96,0.51,30.0,6,0,1
Jerry Douglas,0.4345555555555556,0.4724444444444445,238555.33333333328,0.5263333333333333,0.5286615777777778,0.20268888888888886,-14.627666666666665,0.033022222222222224,126.8732222222222,0.7873333333333333,30.11111111111111,9,1,9
Jerry Folk,0.66,0.447,200898.0,0.21600000000000005,0.011,0.139,-12.815,0.0508,134.868,0.0396,65.0,11,0,2
Jerry Garcia,0.42357855072463774,0.5982318840579712,335233.92753623193,0.5070002898550723,0.12185699086956528,0.2540137681159421,-11.691724637681162,0.045371014492753575,111.91684782608696,0.6142028985507243,29.43478260869565,0,1,138
Jerry Garcia Band,0.35662476190476194,0.6484761904761905,434527.5714285714,0.4775238095238095,0.07211484523809522,0.4546809523809524,-12.160428571428573,0.050604761904761895,111.74190476190472,0.5889047619047618,27.619047619047624,0,1,21
Jerry Goldsmith,0.6067920000000001,0.27362400000000003,257386.64,0.2643760000000001,0.683808,0.16592,-17.63712,0.040224,108.96672000000002,0.152848,36.2,0,0,25
Jerry Harrison,0.09755625000000002,0.64975,271821.08333333326,0.8319999999999999,0.0121193675,0.2411416666666667,-6.692916666666666,0.040125,126.79716666666666,0.8377500000000001,29.75,9,1,24
Jerry Hensley,0.779,0.5429999999999999,162000.0,0.255,0.0,0.0986,-11.129,0.0305,118.08,0.544,4.0,2,1,2
Jerry Herman,0.8009090909090908,0.4111818181818183,259820.5454545455,0.33409090909090905,0.08199711,0.16403636363636365,-11.946363636363635,0.059409090909090925,118.84072727272728,0.4041818181818181,20.545454545454547,5,1,11
Jerry Jeff Walker,0.3663459701492537,0.5379701492537313,257778.77611940305,0.4309402985074626,0.07080408686567158,0.19639104477611932,-13.796850746268651,0.04362089552238807,126.8019701492537,0.6488805970149251,28.79104477611941,7,1,67
Jerry Laws,0.748,0.625,189000.0,0.268,0.0,0.607,-13.542,0.142,154.817,0.757,1.0,7,1,1
Jerry Lee Lewis,0.5814202898550725,0.5062898550724639,153289.9420289855,0.6762753623188401,0.011823954637681156,0.27131449275362346,-9.39255072463768,0.05553043478260871,115.91179710144922,0.7513188405797097,24.47826086956522,0,1,138
Jerry Legrand,0.5345,0.698,286532.0,0.6375000000000001,0.17300177000000005,0.1853,-8.949,0.0496,127.74849999999998,0.953,34.0,10,1,4
Jerry Lewis,0.6926111111111113,0.5169444444444447,161761.44444444447,0.3030555555555556,1.2949999999999997e-06,0.16153888888888887,-10.974833333333333,0.06594444444444443,114.87961111111113,0.6188833333333332,12.222222222222221,0,1,36
Jerry Mengo,0.698,0.7076666666666668,182565.66666666663,0.25933333333333336,0.0285,0.21466666666666667,-16.876333333333335,0.226,126.609,0.684,7.666666666666668,7,1,3
Jerry Murad's Harmonicats,0.5382666666666667,0.4681666666666667,171982.0,0.4325000000000001,0.4065,0.23050000000000004,-11.086166666666667,0.05048333333333333,130.06866666666664,0.5621666666666666,2.6666666666666665,5,1,12
Jerry Orbach,0.845625,0.497625,215891.75,0.39475,2.46375e-06,0.170375,-13.206375,0.09241249999999998,120.19175,0.551875,30.75,0,1,8
Jerry Reed,0.5568023255813955,0.6327093023255811,159110.55813953487,0.6529488372093023,0.2021366146511628,0.20853953488372093,-11.328895348837204,0.10352558139534884,111.06876744186049,0.7505348837209304,33.10465116279069,7,1,86
Jerry Rivera,0.5426071428571427,0.7048928571428571,271565.89285714284,0.6145714285714285,0.006015157500000001,0.09525714285714286,-8.550107142857138,0.04972857142857145,120.37557142857142,0.8109285714285713,50.07142857142857,0,1,56
Jerry Ross,0.8859500000000002,0.5366500000000001,178232.7,0.3736,0.035035273,0.31792,-11.7918,0.17767500000000006,113.3117,0.5660000000000001,12.8,1,1,20
Jerry Tondo,0.574,0.392,145080.0,0.4115,0.0,0.338,-14.7815,0.058,132.86950000000002,0.813,58.0,4,1,4
Jerry Vale,0.8530769230769231,0.2643717948717949,176713.46153846153,0.28476666666666656,0.0006023379487179487,0.19628461538461534,-12.74365384615384,0.0323294871794872,97.78305128205132,0.2510358974358974,24.85897435897436,0,1,78
Jerry Wallace,0.7609999999999999,0.5209999999999999,164540.0,0.214,0.034530000000000005,0.1511,-18.2435,0.03165,100.1115,0.578,12.0,10,1,4
Jerry Williams,0.6584999999999999,0.5435,156266.5,0.4320000000000001,1.0275e-05,0.471,-12.27,0.05745,98.51350000000002,0.7725,23.0,7,1,4
Jerry's Kids,0.0324,0.187,107347.0,0.981,0.268,0.387,-4.289,0.0839,103.731,0.134,26.0,9,1,2
Jersey Boys,0.15795,0.6965,155207.0,0.812,3.05e-05,0.462,-5.722,0.09565,136.1015,0.7615,45.5,9,1,4
Jeru The Damaja,0.1970185714285715,0.7702857142857142,246782.8571428572,0.6958571428571431,1.6985714285714287e-05,0.07814285714285714,-10.99342857142857,0.3054285714285715,102.97814285714287,0.6482857142857142,44.85714285714285,7,1,14
Jerusalem Music Center Chamber Orchestra,0.96675,0.274475,184426.5,0.20395,0.6832499999999999,0.2288,-19.78675,0.043375,102.17125,0.227875,19.0,7,1,8
Jesper Kyd,0.81,0.375,237900.0,0.344,0.7759999999999999,0.0682,-12.561,0.0335,126.06,0.106,61.0,2,0,2
Jess Glynne,0.0972575652173913,0.669391304347826,223638.13043478265,0.7350869565217392,0.06260951217391304,0.15778260869565214,-5.073217391304348,0.0441,119.49917391304348,0.5022608695652173,62.91304347826087,0,1,23
Jess Stacy,0.9745,0.39,206827.0,0.181,0.8454999999999999,0.1305,-21.776999999999997,0.03955,83.02199999999998,0.2675,0.0,5,1,4
Jess Uke,0.888,0.782,122173.0,0.243,0.8640000000000001,0.0791,-14.387,0.0681,133.966,0.768,32.0,5,1,1
Jesse,0.7959999999999999,0.513,160307.0,0.318,0.0,0.177,-10.451,0.0314,81.92299999999999,0.249,64.0,0,1,2
Jesse & Joy,0.2450423529411765,0.5364117647058824,239497.4705882353,0.5885294117647061,1.0114117647058824e-05,0.21717647058823536,-6.085705882352943,0.06048823529411765,129.45511764705884,0.4077058823529411,66.82352941176471,0,1,17
Jesse & Trina,0.133,0.404,252133.0,0.7090000000000001,0.0,0.0624,-9.782,0.106,189.915,0.636,32.0,8,1,2
Jesse Barrera,0.903,0.732,248454.0,0.462,0.0,0.17600000000000002,-7.962999999999999,0.0363,121.061,0.518,57.0,5,1,2
Jesse Belvin,0.962,0.468,176787.0,0.215,0.73,0.102,-9.204,0.0269,72.11,0.417,1.0,2,0,2
Jesse Boykins III,0.115,0.551,282173.0,0.747,0.0,0.0895,-7.911,0.254,88.93700000000004,0.205,52.0,7,1,2
Jesse Colin Young,0.848,0.649,239187.0,0.423,0.000105,0.737,-9.312,0.0332,116.072,0.555,26.0,2,0,2
Jesse Cook,0.7706666666666667,0.6323333333333333,259478.66666666663,0.509,0.8366666666666666,0.12303333333333336,-13.579333333333334,0.03596666666666667,132.703,0.5006666666666667,39.333333333333336,4,0,6
Jesse Corti,0.8745,0.40975,190727.0,0.44975,5.1e-07,0.266,-12.1085,0.15725,89.81899999999996,0.3927499999999999,45.0,2,1,4
Jesse Eisenberg,0.198,0.525,227947.0,0.718,0.0,0.298,-9.065,0.363,141.558,0.415,42.0,11,0,1
Jesse Johnson,0.03321333333333334,0.7577777777777779,302928.7777777777,0.6034444444444443,0.11962955555555554,0.268,-12.428444444444445,0.04013333333333334,117.83644444444445,0.7602222222222221,26.88888888888889,4,1,9
Jesse Kalima,0.888,0.782,122173.0,0.243,0.8640000000000001,0.0791,-14.387,0.0681,133.966,0.768,32.0,5,1,2
Jesse L. Martin,0.4162828571428571,0.5147142857142857,222236.2142857143,0.6851428571428572,3.5664285714285727e-06,0.1933642857142857,-5.291642857142857,0.06792142857142855,137.89700000000002,0.4827142857142858,46.0,0,1,14
Jesse Lee Brooks,0.927,0.47,287335.0,0.961,0.0134,0.78,-4.9030000000000005,0.231,92.053,0.227,5.0,4,1,2
Jesse McCartney,0.1010107692307692,0.6273076923076922,214509.15384615387,0.7236538461538461,0.002417054615384615,0.13738461538461536,-4.701730769230768,0.04286923076923077,115.07146153846152,0.6043461538461539,53.23076923076921,9,1,26
Jesse Pearson,0.6634444444444445,0.6026666666666666,180137.88888888888,0.5233333333333333,0.0,0.1958888888888889,-10.192666666666668,0.11217777777777778,116.73677777777776,0.7737777777777777,17.333333333333332,10,1,9
Jesse Powell,0.299,0.722,318467.0,0.327,0.000661,0.0549,-9.612,0.026,112.249,0.266,50.0,0,0,1
Jesse Rice,0.0869,0.611,256947.0,0.773,0.0,0.0869,-7.599,0.0326,109.944,0.461,45.0,11,1,2
Jesse Watson,0.248,0.5660000000000001,201900.0,0.6809999999999999,0.0,0.134,-5.146,0.0469,153.993,0.728,48.0,9,0,2
Jesse Winchester,0.315,0.6190000000000001,204733.4,0.3938,0.00048054,0.10878000000000004,-11.1052,0.0384,128.52579999999998,0.6016,26.0,7,1,10
Jessi Colter,0.466564705882353,0.6129411764705881,177508.94117647054,0.4054705882352941,0.004403934117647058,0.19367058823529407,-11.470058823529413,0.035341176470588244,113.09382352941178,0.5885882352941176,27.764705882352942,10,1,34
Jessica Albright,0.8885000000000001,0.41,200653.0,0.2695,0.0,0.08940000000000001,-14.555,0.09295,132.651,0.4450000000000001,11.0,7,1,2
Jessica Andrews,0.0115,0.463,255234.0,0.674,0.0,0.123,-5.4220000000000015,0.0319,84.039,0.259,55.0,7,1,2
Jessica Harper,0.474,0.5525,165560.0,0.5820000000000001,0.00039375,0.08795,-6.2,0.0356,130.363,0.4753500000000001,29.5,11,1,4
Jessica Jarrell,0.183,0.479,251187.0,0.7879999999999999,0.0,0.146,-5.2120000000000015,0.0542,173.963,0.463,60.0,5,1,2
Jessica Keenan Wynn,0.6706,0.6754,269784.2,0.4702,0.0,0.29416000000000003,-7.630000000000001,0.15916000000000002,114.0474,0.6204,57.8,1,1,5
Jessica Reedy,0.268,0.6409999999999999,246107.0,0.6890000000000001,0.0,0.185,-5.938,0.155,91.805,0.8059999999999999,47.0,1,0,2
Jessica Riddle,0.00502,0.598,206493.0,0.833,0.00108,0.168,-4.69,0.027000000000000003,96.642,0.8290000000000001,36.0,0,1,2
Jessica Rothe,0.0906,0.616,259613.0,0.5379999999999999,8.98e-06,0.192,-9.165,0.17,127.948,0.278,62.0,0,0,2
Jessica Simpson,0.09846,0.6522666666666666,215793.8,0.7668666666666667,8.740000000000001e-05,0.19276,-5.126533333333333,0.061746666666666665,102.83646666666664,0.5594866666666668,47.86666666666667,11,1,15
Jessie Hill,0.0091,0.733,139333.0,0.642,0.0,0.322,-10.131,0.0615,131.56,0.705,42.0,11,0,2
Jessie J,0.12239285714285715,0.6244999999999999,214069.3571428572,0.7095714285714285,1.99e-06,0.22638571428571425,-4.289142857142857,0.06362142857142856,143.86742857142858,0.5475000000000001,60.0,0,1,14
Jessie James Decker,0.15033333333333335,0.3960000000000001,224946.66666666663,0.8746666666666667,0.00017666666666666666,0.1041,-2.0083333333333333,0.11016666666666668,160.27633333333333,0.4486666666666667,55.0,6,1,3
Jessie Mueller,0.5209299999999999,0.5845,233919.9,0.3881,0.00014348,0.11213,-8.0881,0.040760000000000005,128.55149999999998,0.31470000000000004,56.7,6,1,10
Jessie Reyez,0.3462333333333333,0.6361666666666667,195006.0555555556,0.5421111111111111,4.645e-06,0.2399666666666667,-6.428388888888887,0.16525555555555552,131.83844444444443,0.42477777777777775,67.3888888888889,1,1,18
Jessie Ware,0.162,0.387,257484.0,0.413,1.56e-05,0.262,-8.95,0.0559,173.73,0.249,57.0,7,1,2
Jessye Norman,0.9791428571428572,0.17911428571428573,337596.14285714284,0.0805,0.1746050142857143,0.11245714285714284,-21.451428571428565,0.04667142857142857,102.47371428571432,0.049728571428571434,26.714285714285715,7,1,7
Jesus Culture,0.09731833333333337,0.326,509270.83333333326,0.6531666666666666,0.000495,0.40399999999999997,-6.295166666666668,0.03931666666666666,131.86350000000002,0.1772,52.66666666666666,7,1,6
Jesus Jones,0.0088,0.657,189293.0,0.608,3.45e-06,0.103,-13.565,0.0287,106.862,0.723,55.0,2,1,2
Jesus Sosa,0.979,0.378,227239.0,0.05,0.92,0.106,-18.012999999999995,0.0359,69.956,0.11,0.0,3,1,2
Jesús Adrián Romero,0.3840666666666666,0.5800238095238095,343460.2857142857,0.5083095238095238,1.9092380952380955e-05,0.5120714285714284,-8.712095238095241,0.03176190476190477,119.90588095238097,0.29452380952380963,54.28571428571429,7,1,42
Jesús Chairez,0.4270000000000001,0.7390000000000001,208118.0,0.7440000000000001,2.23e-05,0.317,-1.589,0.0376,120.083,0.97,69.0,10,1,2
Jesús De Monasterio,0.978,0.409,271133.0,0.102,0.116,0.17800000000000002,-18.357,0.0524,84.87299999999998,0.632,1.0,2,1,1
Jesús Maria Sanromá,0.952,0.361,830547.0,0.34700000000000003,0.8490000000000001,0.112,-13.759,0.0355,82.725,0.184,0.0,9,1,2
Jesús Navarro,0.439,0.385,317107.0,0.326,0.0,0.138,-7.159,0.0282,80.837,0.253,63.0,7,1,2
Jesús Ojeda y Sus Parientes,0.561,0.6459999999999999,202133.0,0.708,0.0,0.16899999999999998,-3.4560000000000004,0.0467,120.032,0.853,45.0,8,1,2
